ts,heatpump_cop_gs,heatpump_cop_as,pv_availability_factor,wind_availability_factor
5050,6.86,4.28,0.566,0.417
5051,7.32,4.61,0.556,0.395
5052,7.32,4.6,0.516,0.376
5053,7.32,4.61,0.447,0.349
5054,7.32,4.61,0.38,0.325
5055,7.32,4.61,0.291,0.313
5056,7.32,4.61,0.199,0.311
5057,7.22,4.55,0.105,0.285
5058,7.22,4.55,0.03,0.251
5059,7.22,4.56,0,0.295
5060,7.22,4.55,0,0.364
5061,7.22,4.55,0,0.403
5062,7.22,4.56,0,0.46
5063,6.82,4.3,0,0.494
5064,6.81,4.3,0,0.467
5065,6.81,4.29,0,0.432
5066,6.82,4.29,0,0.411
5067,6.81,4.28,0,0.432
5068,6.82,4.3,0,0.417
5069,7.04,4.4,0.018,0.341
5070,7.04,4.4,0.06,0.244
5071,7.04,4.41,0.122,0.188
5072,7.04,4.41,0.237,0.201
5073,7.04,4.41,0.395,0.196
5074,7.04,4.41,0.523,0.186
5075,7.44,4.73,0.582,0.192
5076,7.44,4.73,0.589,0.208
5077,7.44,4.73,0.542,0.227
5078,7.44,4.73,0.422,0.238
5079,7.44,4.73,0.337,0.245
5080,7.44,4.73,0.212,0.272
5081,7.35,4.7,0.103,0.312
5082,7.35,4.71,0.028,0.315
5083,7.35,4.71,0,0.392
5084,7.35,4.71,0,0.479
5085,7.35,4.71,0,0.544
5086,7.35,4.71,0,0.522
5087,6.91,4.39,0,0.502
5088,6.91,4.39,0,0.457
5089,6.91,4.38,0,0.403
5090,6.91,4.37,0,0.385
5091,6.91,4.37,0,0.389
5092,6.91,4.39,0,0.38
5093,7.09,4.49,0.037,0.296
5094,7.09,4.5,0.148,0.3
5095,7.09,4.49,0.315,0.323
5096,7.09,4.5,0.464,0.282
5097,7.09,4.51,0.565,0.237
5098,7.09,4.51,0.639,0.213
5099,7.65,4.74,0.682,0.197
5100,7.65,4.74,0.687,0.181
5101,7.65,4.74,0.628,0.164
5102,7.65,4.74,0.543,0.146
5103,7.65,4.74,0.422,0.126
5104,7.65,4.74,0.286,0.101
5105,7.5,4.74,0.13,0.082
5106,7.5,4.74,0.029,0.067
5107,7.5,4.74,0,0.029
5108,7.5,4.74,0,0.006
5109,7.5,4.74,0,0.004
5110,7.5,4.74,0,0.007
5111,7.03,4.48,0,0.013
5112,7.03,4.5,0,0.023
5113,7.03,4.49,0,0.027
5114,7.03,4.46,0,0.028
5115,7.03,4.47,0,0.036
5116,7.03,4.49,0,0.053
5117,7.17,4.59,0.028,0.067
5118,7.17,4.6,0.111,0.057
5119,7.17,4.59,0.142,0.067
5120,7.17,4.59,0.14,0.077
5121,7.17,4.61,0.183,0.057
5122,7.17,4.62,0.168,0.022
5123,7.86,4.75,0.159,0.03
5124,7.86,4.75,0.152,0.054
5125,7.86,4.75,0.145,0.052
5126,7.86,4.75,0.131,0.029
5127,7.86,4.75,0.113,0.011
5128,7.86,4.75,0.096,0.004
5129,7.66,4.75,0.074,0.008
5130,7.66,4.75,0.024,0.01
5131,7.66,4.75,0,0.014
5132,7.66,4.75,0,0.039
5133,7.66,4.75,0,0.102
5134,7.66,4.75,0,0.225
5135,7.12,4.55,0,0.35
5136,7.12,4.55,0,0.416
5137,7.12,4.56,0,0.378
5138,7.12,4.5,0,0.312
5139,7.12,4.51,0,0.32
5140,7.12,4.53,0,0.344
5141,7.27,4.62,0.04,0.325
5142,7.27,4.63,0.111,0.307
5143,7.27,4.63,0.19,0.376
5144,7.27,4.62,0.284,0.398
5145,7.27,4.62,0.391,0.382
5146,7.27,4.62,0.49,0.355
5147,7.94,4.75,0.47,0.35
5148,7.94,4.75,0.374,0.386
5149,7.94,4.75,0.319,0.422
5150,7.94,4.75,0.311,0.454
5151,7.94,4.75,0.252,0.477
5152,7.94,4.75,0.149,0.47
5153,7.68,4.75,0.068,0.395
5154,7.68,4.75,0.015,0.323
5155,7.68,4.75,0,0.343
5156,7.68,4.75,0,0.345
5157,7.68,4.75,0,0.334
5158,7.68,4.75,0,0.337
5159,7.22,4.49,0,0.36
5160,7.22,4.5,0,0.381
5161,7.22,4.48,0,0.408
5162,7.22,4.49,0,0.43
5163,7.22,4.49,0,0.442
5164,7.22,4.48,0,0.43
5165,7.28,4.53,0.035,0.312
5166,7.28,4.55,0.151,0.24
5167,7.28,4.54,0.323,0.261
5168,7.28,4.55,0.479,0.261
5169,7.28,4.55,0.594,0.241
5170,7.28,4.56,0.659,0.207
5171,7.79,4.75,0.679,0.176
5172,7.79,4.75,0.659,0.163
5173,7.79,4.75,0.609,0.163
5174,7.79,4.75,0.518,0.171
5175,7.79,4.75,0.4,0.179
5176,7.79,4.75,0.256,0.185
5177,7.38,4.68,0.121,0.173
5178,7.38,4.68,0.027,0.144
5179,7.38,4.68,0,0.117
5180,7.38,4.68,0,0.101
5181,7.38,4.68,0,0.11
5182,7.38,4.68,0,0.14
5183,7.04,4.48,0,0.177
5184,7.04,4.49,0,0.201
5185,7.04,4.48,0,0.203
5186,7.03,4.44,0,0.195
5187,7.03,4.45,0,0.19
5188,7.04,4.49,0,0.186
5189,7.11,4.57,0.034,0.156
5190,7.11,4.58,0.152,0.061
5191,7.11,4.57,0.324,0.039
5192,7.11,4.57,0.465,0.028
5193,7.11,4.59,0.507,0.016
5194,7.11,4.6,0.5,0.014
5195,7.67,4.76,0.514,0.018
5196,7.67,4.76,0.628,0.022
5197,7.67,4.76,0.635,0.026
5198,7.67,4.76,0.53,0.034
5199,7.67,4.76,0.338,0.046
5200,7.67,4.76,0.164,0.057
5201,7.53,4.76,0.071,0.054
5202,7.53,4.76,0.014,0.062
5203,7.53,4.76,0,0.14
5204,7.53,4.76,0,0.278
5205,7.53,4.76,0,0.345
5206,7.53,4.76,0,0.355
5207,7.16,4.57,0,0.362
5208,7.16,4.58,0,0.365
5209,7.16,4.57,0,0.343
5210,7.16,4.55,0,0.287
5211,7.16,4.55,0,0.235
5212,7.16,4.58,0,0.213
5213,7.25,4.6,0.033,0.169
5214,7.25,4.61,0.123,0.085
5215,7.25,4.59,0.272,0.067
5216,7.25,4.6,0.428,0.064
5217,7.25,4.61,0.498,0.079
5218,7.25,4.63,0.486,0.162
5219,7.85,4.77,0.454,0.251
5220,7.85,4.77,0.395,0.265
5221,7.85,4.77,0.457,0.231
5222,7.85,4.77,0.467,0.2
5223,7.85,4.77,0.347,0.175
5224,7.85,4.77,0.183,0.115
5225,7.64,4.75,0.102,0.071
5226,7.64,4.75,0.023,0.059
5227,7.64,4.75,0,0.091
5228,7.64,4.75,0,0.179
5229,7.64,4.75,0,0.261
5230,7.64,4.75,0,0.256
5231,7.2,4.5,0,0.206
5232,7.2,4.51,0,0.164
5233,7.2,4.5,0,0.155
5234,7.2,4.48,0,0.153
5235,7.2,4.48,0,0.139
5236,7.2,4.51,0,0.123
5237,7.23,4.57,0.036,0.112
5238,7.23,4.58,0.136,0.068
5239,7.23,4.56,0.281,0.097
5240,7.23,4.57,0.422,0.126
5241,7.23,4.58,0.515,0.1
5242,7.23,4.6,0.504,0.076
5243,7.81,4.77,0.389,0.065
5244,7.81,4.77,0.385,0.061
5245,7.8,4.77,0.413,0.077
5246,7.81,4.77,0.422,0.112
5247,7.8,4.77,0.344,0.172
5248,7.8,4.77,0.145,0.241
5249,7.63,4.76,0.032,0.278
5250,7.63,4.77,0.004,0.268
5251,7.63,4.77,0,0.263
5252,7.63,4.77,0,0.307
5253,7.63,4.77,0,0.4
5254,7.63,4.77,0,0.503
5255,7.28,4.63,0,0.503
5256,7.28,4.63,0,0.494
5257,7.28,4.63,0,0.484
5258,7.28,4.62,0,0.413
5259,7.28,4.62,0,0.326
5260,7.28,4.63,0,0.27
5261,7.29,4.62,0.033,0.211
5262,7.29,4.62,0.142,0.263
5263,7.29,4.61,0.312,0.323
5264,7.29,4.62,0.469,0.254
5265,7.29,4.63,0.582,0.173
5266,7.29,4.64,0.646,0.129
5267,7.78,4.76,0.667,0.104
5268,7.78,4.76,0.672,0.084
5269,7.78,4.76,0.636,0.072
5270,7.78,4.76,0.515,0.064
5271,7.78,4.76,0.35,0.053
5272,7.78,4.76,0.207,0.041
5273,7.56,4.66,0.095,0.035
5274,7.56,4.66,0.02,0.039
5275,7.56,4.66,0,0.076
5276,7.56,4.66,0,0.144
5277,7.56,4.66,0,0.204
5278,7.56,4.66,0,0.254
5279,7.19,4.53,0,0.281
5280,7.19,4.53,0,0.299
5281,7.19,4.53,0,0.314
5282,7.19,4.53,0,0.338
5283,7.19,4.54,0,0.349
5284,7.19,4.56,0,0.304
5285,7.21,4.55,0.027,0.197
5286,7.21,4.55,0.147,0.068
5287,7.21,4.54,0.323,0.013
5288,7.21,4.55,0.476,0.005
5289,7.21,4.56,0.592,0.007
5290,7.21,4.56,0.667,0.01
5291,7.4,4.6,0.701,0.016
5292,7.4,4.59,0.694,0.021
5293,7.4,4.6,0.648,0.027
5294,7.4,4.59,0.562,0.028
5295,7.4,4.59,0.401,0.025
5296,7.4,4.59,0.236,0.017
5297,7.04,4.45,0.093,0.013
5298,7.04,4.45,0.021,0.04
5299,7.05,4.46,0,0.155
5300,7.05,4.45,0,0.283
5301,7.05,4.46,0,0.347
5302,7.05,4.46,0,0.374
5303,6.61,4.26,0,0.386
5304,6.62,4.27,0,0.367
5305,6.67,4.33,0,0.305
5306,6.65,4.3,0,0.259
5307,6.67,4.33,0,0.252
5308,6.68,4.34,0,0.179
5309,6.65,4.33,0.03,0.095
5310,6.64,4.32,0.126,0.053
5311,6.66,4.35,0.273,0.074
5312,6.67,4.36,0.423,0.081
5313,6.64,4.32,0.541,0.055
5314,6.65,4.34,0.628,0.024
5315,7.2,4.69,0.67,0.009
5316,7.2,4.7,0.651,0.006
5317,7.2,4.68,0.591,0.005
5318,7.2,4.68,0.505,0.009
5319,7.2,4.68,0.388,0.028
5320,7.2,4.69,0.241,0.077
5321,7.14,4.61,0.109,0.187
5322,7.14,4.62,0.02,0.355
5323,7.14,4.62,0,0.461
5324,7.14,4.62,0,0.457
5325,7.14,4.62,0,0.425
5326,7.14,4.62,0,0.401
5327,6.64,4.35,0,0.337
5328,6.62,4.33,0,0.265
5329,6.63,4.34,0,0.229
5330,6.62,4.33,0,0.208
5331,6.63,4.35,0,0.184
5332,6.65,4.38,0,0.168
5333,6.81,4.44,0.019,0.141
5334,6.81,4.43,0.071,0.126
5335,6.8,4.42,0.131,0.143
5336,6.81,4.44,0.188,0.118
5337,6.81,4.43,0.264,0.083
5338,6.81,4.43,0.384,0.049
5339,7.39,4.76,0.585,0.018
5340,7.39,4.76,0.655,0.001
5341,7.39,4.76,0.631,0.006
5342,7.39,4.76,0.547,0.029
5343,7.39,4.76,0.419,0.084
5344,7.39,4.76,0.265,0.167
5345,7.24,4.7,0.116,0.253
5346,7.24,4.69,0.021,0.339
5347,7.24,4.7,0,0.47
5348,7.24,4.7,0,0.522
5349,7.24,4.7,0,0.524
5350,7.24,4.7,0,0.488
5351,6.94,4.52,0,0.48
5352,6.94,4.52,0,0.466
5353,6.93,4.5,0,0.434
5354,6.94,4.52,0,0.344
5355,6.94,4.53,0,0.233
5356,6.94,4.54,0,0.198
5357,6.98,4.55,0.029,0.213
5358,6.98,4.55,0.134,0.329
5359,6.98,4.55,0.291,0.432
5360,6.98,4.55,0.436,0.344
5361,6.98,4.55,0.519,0.259
5362,6.98,4.55,0.629,0.167
5363,7.45,4.8,0.656,0.064
5364,7.45,4.8,0.634,0.039
5365,7.45,4.8,0.558,0.09
5366,7.45,4.8,0.382,0.095
5367,7.45,4.8,0.248,0.068
5368,7.45,4.8,0.182,0.054
5369,7.3,4.72,0.082,0.093
5370,7.3,4.72,0.016,0.193
5371,7.3,4.72,0,0.259
5372,7.3,4.72,0,0.233
5373,7.3,4.73,0,0.252
5374,7.3,4.73,0,0.182
5375,6.88,4.48,0,0.133
5376,6.88,4.49,0,0.133
5377,6.87,4.47,0,0.231
5378,6.89,4.5,0,0.341
5379,6.89,4.51,0,0.457
5380,6.89,4.51,0,0.45
5381,6.99,4.57,0.005,0.426
5382,6.99,4.57,0.035,0.398
5383,6.99,4.57,0.087,0.407
5384,6.99,4.58,0.16,0.4
5385,6.99,4.57,0.25,0.398
5386,6.99,4.57,0.333,0.381
5387,7.23,4.7,0.372,0.312
5388,7.23,4.69,0.325,0.219
5389,7.23,4.7,0.281,0.176
5390,7.23,4.69,0.236,0.184
5391,7.23,4.69,0.215,0.179
5392,7.23,4.69,0.169,0.16
5393,7.06,4.59,0.074,0.157
5394,7.06,4.59,0.009,0.228
5395,7.06,4.6,0,0.388
5396,7.06,4.6,0,0.464
5397,7.06,4.61,0,0.509
5398,7.06,4.61,0,0.599
5399,6.77,4.47,0,0.636
5400,6.77,4.46,0,0.612
5401,6.78,4.45,0,0.529
5402,6.78,4.48,0,0.47
5403,6.79,4.49,0,0.455
5404,6.78,4.49,0,0.516
5405,6.73,4.46,0.01,0.446
5406,6.73,4.45,0.047,0.356
5407,6.73,4.45,0.137,0.332
5408,6.73,4.46,0.177,0.41
5409,6.72,4.45,0.257,0.5
5410,6.72,4.44,0.37,0.532
5411,7.11,4.66,0.495,0.496
5412,7.11,4.66,0.613,0.448
5413,7.11,4.66,0.602,0.401
5414,7.11,4.65,0.543,0.379
5415,7.11,4.66,0.42,0.382
5416,7.11,4.65,0.249,0.391
5417,7,4.57,0.102,0.354
5418,7,4.58,0.017,0.312
5419,7,4.58,0,0.328
5420,7,4.58,0,0.32
5421,7,4.58,0,0.289
5422,7,4.59,0,0.265
5423,6.61,4.42,0,0.253
5424,6.6,4.42,0,0.236
5425,6.6,4.41,0,0.22
5426,6.62,4.44,0,0.209
5427,6.62,4.45,0,0.202
5428,6.62,4.44,0,0.183
5429,6.64,4.44,0.025,0.148
5430,6.63,4.43,0.143,0.057
5431,6.63,4.43,0.323,0.007
5432,6.64,4.44,0.485,0.001
5433,6.63,4.43,0.607,0.008
5434,6.62,4.42,0.687,0.023
5435,7.25,4.79,0.722,0.037
5436,7.25,4.79,0.715,0.042
5437,7.25,4.79,0.663,0.035
5438,7.25,4.79,0.561,0.022
5439,7.25,4.79,0.414,0.013
5440,7.25,4.79,0.216,0.012
5441,7.09,4.71,0.074,0.018
5442,7.09,4.71,0.01,0.04
5443,7.09,4.71,0,0.099
5444,7.09,4.71,0,0.192
5445,7.09,4.71,0,0.27
5446,7.09,4.71,0,0.316
5447,6.46,4.38,0,0.341
5448,6.46,4.38,0,0.334
5449,6.45,4.37,0,0.35
5450,6.48,4.4,0,0.408
5451,6.49,4.41,0,0.425
5452,6.48,4.41,0,0.403
5453,6.7,4.5,0.023,0.363
5454,6.7,4.5,0.096,0.334
5455,6.7,4.5,0.192,0.453
5456,6.7,4.5,0.282,0.466
5457,6.7,4.49,0.362,0.41
5458,6.69,4.48,0.375,0.362
5459,7.4,4.82,0.433,0.35
5460,7.4,4.82,0.433,0.337
5461,7.4,4.82,0.383,0.334
5462,7.4,4.82,0.372,0.337
5463,7.4,4.82,0.268,0.327
5464,7.4,4.82,0.187,0.314
5465,7.22,4.8,0.087,0.264
5466,7.22,4.8,0.015,0.203
5467,7.22,4.8,0,0.186
5468,7.22,4.8,0,0.17
5469,7.22,4.8,0,0.155
5470,7.22,4.8,0,0.118
5471,6.74,4.49,0,0.079
5472,6.74,4.49,0,0.058
5473,6.75,4.53,0,0.05
5474,6.76,4.53,0,0.041
5475,6.76,4.55,0,0.028
5476,6.77,4.55,0,0.012
5477,6.94,4.62,0.021,0.007
5478,6.93,4.61,0.119,0.008
5479,6.93,4.62,0.298,0.059
5480,6.94,4.63,0.428,0.118
5481,6.93,4.61,0.388,0.172
5482,6.92,4.62,0.435,0.191
5483,7.56,4.82,0.632,0.154
5484,7.56,4.82,0.648,0.101
5485,7.56,4.82,0.611,0.055
5486,7.56,4.82,0.555,0.027
5487,7.56,4.82,0.417,0.016
5488,7.56,4.82,0.201,0.017
5489,7.32,4.78,0.054,0.011
5490,7.32,4.78,0.006,0.007
5491,7.32,4.78,0,0.032
5492,7.32,4.78,0,0.101
5493,7.32,4.78,0,0.168
5494,7.32,4.78,0,0.198
5495,6.92,4.57,0,0.179
5496,6.91,4.55,0,0.139
5497,6.91,4.56,0,0.129
5498,6.91,4.56,0,0.131
5499,6.91,4.56,0,0.126
5500,6.92,4.57,0,0.089
5501,7.05,4.64,0.012,0.056
5502,7.05,4.63,0.061,0.033
5503,7.05,4.64,0.128,0.02
5504,7.05,4.65,0.258,0.059
5505,7.05,4.64,0.49,0.092
5506,7.05,4.64,0.643,0.084
5507,7.67,4.83,0.681,0.068
5508,7.67,4.83,0.673,0.065
5509,7.67,4.83,0.628,0.073
5510,7.67,4.83,0.544,0.083
5511,7.67,4.83,0.416,0.09
5512,7.67,4.83,0.265,0.114
5513,7.41,4.8,0.107,0.182
5514,7.41,4.8,0.012,0.394
5515,7.41,4.8,0,0.613
5516,7.41,4.8,0,0.63
5517,7.41,4.8,0,0.581
5518,7.41,4.8,0,0.503
5519,7.06,4.6,0,0.417
5520,7.06,4.59,0,0.343
5521,7.06,4.57,0,0.303
5522,7.06,4.59,0,0.28
5523,7.06,4.6,0,0.259
5524,7.06,4.61,0,0.175
5525,7.1,4.61,0.019,0.067
5526,7.1,4.62,0.132,0.038
5527,7.1,4.61,0.306,0.121
5528,7.1,4.62,0.461,0.234
5529,7.1,4.62,0.578,0.294
5530,7.1,4.61,0.656,0.233
5531,7.52,4.76,0.689,0.155
5532,7.52,4.75,0.68,0.107
5533,7.52,4.76,0.63,0.084
5534,7.52,4.75,0.538,0.074
5535,7.52,4.75,0.383,0.068
5536,7.52,4.75,0.225,0.064
5537,7.12,4.59,0.089,0.056
5538,7.12,4.59,0.009,0.076
5539,7.12,4.6,0,0.147
5540,7.12,4.59,0,0.243
5541,7.12,4.6,0,0.315
5542,7.12,4.6,0,0.346
5543,6.71,4.43,0,0.352
5544,6.71,4.43,0,0.347
5545,6.7,4.42,0,0.362
5546,6.71,4.44,0,0.368
5547,6.72,4.45,0,0.334
5548,6.72,4.45,0,0.263
5549,6.65,4.42,0.016,0.167
5550,6.65,4.42,0.101,0.12
5551,6.64,4.42,0.234,0.12
5552,6.65,4.42,0.392,0.085
5553,6.64,4.42,0.515,0.024
5554,6.64,4.41,0.594,0.014
5555,7.02,4.63,0.622,0.023
5556,7.02,4.62,0.588,0.039
5557,7.02,4.63,0.502,0.063
5558,7.02,4.62,0.412,0.088
5559,7.02,4.62,0.308,0.116
5560,7.02,4.62,0.202,0.167
5561,6.82,4.51,0.084,0.223
5562,6.82,4.51,0.007,0.317
5563,6.82,4.52,0,0.432
5564,6.82,4.52,0,0.469
5565,6.83,4.52,0,0.431
5566,6.83,4.52,0,0.357
5567,6.34,4.3,0,0.377
5568,6.33,4.3,0,0.674
5569,6.32,4.28,0,0.835
5570,6.35,4.32,0,0.87
5571,6.36,4.32,0,0.881
5572,6.35,4.32,0,0.887
5573,6.39,4.34,0.019,0.87
5574,6.38,4.33,0.099,0.855
5575,6.39,4.33,0.21,0.847
5576,6.4,4.34,0.324,0.81
5577,6.38,4.33,0.359,0.759
5578,6.37,4.31,0.321,0.702
5579,7.22,4.8,0.277,0.643
5580,7.22,4.8,0.252,0.586
5581,7.22,4.8,0.227,0.538
5582,7.22,4.8,0.203,0.511
5583,7.22,4.8,0.193,0.491
5584,7.22,4.8,0.156,0.479
5585,7.06,4.69,0.072,0.45
5586,7.06,4.69,0.007,0.375
5587,7.06,4.69,0,0.343
5588,7.06,4.69,0,0.305
5589,7.06,4.7,0,0.291
5590,7.06,4.7,0,0.294
5591,6.47,4.4,0,0.328
5592,6.47,4.4,0,0.362
5593,6.46,4.39,0,0.374
5594,6.48,4.41,0,0.359
5595,6.49,4.42,0,0.335
5596,6.48,4.42,0,0.311
5597,6.57,4.45,0.017,0.235
5598,6.56,4.45,0.077,0.158
5599,6.56,4.45,0.186,0.104
5600,6.57,4.45,0.407,0.063
5601,6.56,4.44,0.508,0.036
5602,6.55,4.43,0.578,0.022
5603,7.3,4.84,0.618,0.012
5604,7.3,4.84,0.597,0.008
5605,7.3,4.84,0.439,0.009
5606,7.3,4.84,0.224,0.015
5607,7.3,4.84,0.142,0.034
5608,7.3,4.84,0.071,0.058
5609,7.12,4.75,0.023,0.094
5610,7.12,4.75,0,0.147
5611,7.12,4.75,0,0.179
5612,7.12,4.75,0,0.163
5613,7.12,4.75,0,0.125
5614,7.12,4.75,0,0.113
5615,6.63,4.47,0,0.107
5616,6.63,4.47,0,0.098
5617,6.62,4.47,0,0.092
5618,6.65,4.49,0,0.097
5619,6.66,4.51,0,0.106
5620,6.65,4.5,0,0.118
5621,6.77,4.55,0.014,0.119
5622,6.77,4.55,0.103,0.065
5623,6.77,4.55,0.253,0.045
5624,6.78,4.56,0.397,0.04
5625,6.77,4.55,0.495,0.033
5626,6.77,4.54,0.569,0.019
5627,7.33,4.83,0.584,0.008
5628,7.33,4.83,0.538,0.003
5629,7.33,4.83,0.454,0.003
5630,7.33,4.83,0.333,0.007
5631,7.33,4.83,0.202,0.012
5632,7.33,4.83,0.113,0.019
5633,7.14,4.71,0.046,0.037
5634,7.14,4.71,0.003,0.071
5635,7.14,4.71,0,0.091
5636,7.14,4.71,0,0.086
5637,7.14,4.71,0,0.067
5638,7.15,4.71,0,0.042
5639,6.78,4.52,0,0.024
5640,6.78,4.53,0,0.017
5641,6.8,4.55,0,0.019
5642,6.8,4.56,0,0.031
5643,6.81,4.57,0,0.05
5644,6.82,4.58,0,0.068
5645,6.81,4.59,0.009,0.075
5646,6.81,4.58,0.073,0.047
5647,6.81,4.59,0.178,0.054
5648,6.82,4.6,0.306,0.087
5649,6.81,4.58,0.366,0.111
5650,6.81,4.59,0.398,0.123
5651,7.15,4.84,0.357,0.133
5652,7.15,4.84,0.325,0.145
5653,7.15,4.84,0.277,0.157
5654,7.15,4.84,0.211,0.16
5655,7.15,4.84,0.136,0.151
5656,7.15,4.84,0.072,0.134
5657,7.02,4.68,0.028,0.136
5658,7.02,4.69,0.001,0.155
5659,7.02,4.69,0,0.157
5660,7.02,4.69,0,0.139
5661,7.02,4.69,0,0.118
5662,7.02,4.69,0,0.112
5663,6.8,4.59,0,0.115
5664,6.8,4.58,0,0.115
5665,6.8,4.59,0,0.094
5666,6.79,4.57,0,0.055
5667,6.8,4.59,0,0.031
5668,6.81,4.61,0,0.029
5669,6.74,4.57,0.006,0.046
5670,6.73,4.55,0.05,0.054
5671,6.73,4.55,0.117,0.055
5672,6.74,4.56,0.218,0.074
5673,6.73,4.56,0.346,0.106
5674,6.73,4.55,0.428,0.131
5675,6.94,4.64,0.493,0.134
5676,6.94,4.64,0.478,0.129
5677,6.94,4.64,0.395,0.115
5678,6.94,4.64,0.302,0.101
5679,6.94,4.64,0.207,0.087
5680,6.94,4.64,0.118,0.072
5681,6.82,4.6,0.047,0.064
5682,6.82,4.6,0.003,0.059
5683,6.82,4.61,0,0.044
5684,6.82,4.61,0,0.028
5685,6.82,4.61,0,0.018
5686,6.82,4.61,0,0.012
5687,6.63,4.5,0,0.01
5688,6.62,4.49,0,0.012
5689,6.62,4.49,0,0.014
5690,6.63,4.5,0,0.014
5691,6.63,4.5,0,0.011
5692,6.62,4.49,0,0.009
5693,6.59,4.49,0.011,0.008
5694,6.58,4.48,0.092,0.007
5695,6.59,4.49,0.212,0.016
5696,6.59,4.49,0.332,0.045
5697,6.59,4.49,0.412,0.075
5698,6.58,4.48,0.463,0.113
5699,7.03,4.69,0.467,0.158
5700,7.03,4.7,0.399,0.207
5701,7.03,4.7,0.285,0.248
5702,7.03,4.7,0.207,0.267
5703,7.03,4.7,0.158,0.27
5704,7.03,4.7,0.11,0.26
5705,6.86,4.62,0.053,0.233
5706,6.86,4.62,0.003,0.256
5707,6.86,4.62,0,0.274
5708,6.86,4.62,0,0.257
5709,6.86,4.62,0,0.228
5710,6.86,4.63,0,0.194
5711,6.67,4.53,0,0.163
5712,6.67,4.52,0,0.135
5713,6.67,4.52,0,0.112
5714,6.68,4.53,0,0.094
5715,6.68,4.54,0,0.084
5716,6.67,4.53,0,0.077
5717,6.69,4.54,0.009,0.068
5718,6.68,4.54,0.091,0.045
5719,6.69,4.54,0.248,0.104
5720,6.69,4.54,0.4,0.186
5721,6.68,4.54,0.496,0.238
5722,6.68,4.53,0.539,0.27
5723,7.04,4.71,0.564,0.279
5724,7.04,4.71,0.549,0.272
5725,7.04,4.71,0.506,0.259
5726,7.04,4.71,0.415,0.255
5727,7.04,4.71,0.3,0.264
5728,7.04,4.71,0.177,0.282
5729,6.88,4.63,0.066,0.296
5730,6.88,4.63,0.003,0.362
5731,6.88,4.63,0,0.424
5732,6.88,4.63,0,0.413
5733,6.88,4.63,0,0.384
5734,6.88,4.63,0,0.366
5735,6.76,4.58,0,0.353
5736,6.76,4.57,0,0.343
5737,6.76,4.57,0,0.332
5738,6.76,4.58,0,0.317
5739,6.76,4.58,0,0.305
5740,6.76,4.57,0,0.291
5741,6.72,4.56,0.01,0.259
5742,6.72,4.55,0.11,0.141
5743,6.72,4.56,0.273,0.174
5744,6.72,4.56,0.423,0.31
5745,6.72,4.56,0.525,0.343
5746,6.71,4.55,0.532,0.361
5747,6.96,4.67,0.458,0.364
5748,6.96,4.68,0.313,0.35
5749,6.96,4.68,0.251,0.317
5750,6.96,4.68,0.278,0.275
5751,6.96,4.68,0.297,0.232
5752,6.96,4.67,0.179,0.22
5753,6.79,4.59,0.051,0.227
5754,6.79,4.6,0.001,0.278
5755,6.79,4.6,0,0.311
5756,6.79,4.6,0,0.305
5757,6.79,4.6,0,0.273
5758,6.79,4.6,0,0.227
5759,6.54,4.45,0,0.179
5760,6.54,4.45,0,0.138
5761,6.53,4.44,0,0.106
5762,6.55,4.46,0,0.085
5763,6.55,4.46,0,0.07
5764,6.54,4.45,0,0.044
5765,6.51,4.44,0.009,0.022
5766,6.51,4.44,0.104,0.012
5767,6.51,4.44,0.258,0.003
5768,6.52,4.44,0.404,0.016
5769,6.51,4.44,0.502,0.022
5770,6.51,4.43,0.507,0.028
5771,7.16,4.77,0.48,0.033
5772,7.16,4.77,0.394,0.033
5773,7.16,4.77,0.265,0.029
5774,7.16,4.77,0.182,0.028
5775,7.16,4.77,0.11,0.034
5776,7.16,4.77,0.062,0.056
5777,6.92,4.65,0.023,0.126
5778,6.92,4.65,0,0.245
5779,6.92,4.65,0,0.358
5780,6.92,4.65,0,0.391
5781,6.92,4.65,0,0.369
5782,6.92,4.65,0,0.343
5783,6.25,4.35,0,0.333
5784,6.25,4.35,0,0.337
5785,6.24,4.34,0,0.348
5786,6.26,4.36,0,0.358
5787,6.27,4.37,0,0.363
5788,6.26,4.36,0,0.366
5789,6.35,4.39,0.003,0.343
5790,6.35,4.39,0.042,0.27
5791,6.35,4.39,0.104,0.213
5792,6.35,4.39,0.178,0.189
5793,6.35,4.39,0.256,0.17
5794,6.34,4.38,0.322,0.133
5795,7.26,4.83,0.366,0.099
5796,7.26,4.83,0.361,0.076
5797,7.26,4.83,0.33,0.065
5798,7.26,4.83,0.279,0.061
5799,7.26,4.83,0.218,0.063
5800,7.26,4.83,0.146,0.062
5801,7.01,4.7,0.059,0.068
5802,7.01,4.7,0.002,0.088
5803,7.01,4.7,0,0.107
5804,7.01,4.7,0,0.114
5805,7.01,4.7,0,0.107
5806,7.01,4.7,0,0.098
5807,6.4,4.42,0,0.093
5808,6.4,4.42,0,0.091
5809,6.41,4.44,0,0.088
5810,6.41,4.44,0,0.076
5811,6.42,4.45,0,0.054
5812,6.42,4.46,0,0.032
5813,6.48,4.45,0.006,0.017
5814,6.47,4.44,0.099,0.007
5815,6.48,4.45,0.267,0.003
5816,6.49,4.46,0.427,0.027
5817,6.47,4.45,0.55,0.043
5818,6.48,4.45,0.631,0.064
