ex07_plant_wind_availability_factor,ex07_demand1_value,ex07_demand2_value,ex08_pv,ex08_demand,ex15_cop,ex15_cop_minconversion,ex15_heatdemand,ex17_capacity
0.77,0.29,2.21,,,3.23,2.261,6,
0.42,4.3,0.34,,,3.23,2.261,4,
0.98,3.69,3.22,,,2.94,2.058,3,
0.52,1.9,1.32,,,2.94,2.058,3,
0.58,1.06,1.43,,,2.94,2.058,3,
0.23,3.31,2.61,,,2.94,2.058,3,
0.74,1.16,3.67,,,2.94,2.058,5,
0.91,0.89,0.94,,,2.94,2.058,9,
0.88,3.2,2.4,,,2.98,2.086,11,
0.59,4.71,0.87,,,2.98,2.086,11,
0.82,1.24,4.98,,,2.98,2.086,9,
0.54,0.66,3.63,,,2.98,2.086,9,
0.39,0.46,4.13,,,2.98,2.086,8,
0.48,0.28,4.58,,,2.98,2.086,7,
0.98,1.86,1.18,,,3.5,2.45,7,
0.93,1.09,4.92,,,3.5,2.45,6,
0.35,0.59,1.89,,,3.5,2.45,6,
0.44,3.54,0.23,,,3.5,2.45,6,
0.22,4.33,2.89,,,3.5,2.45,6,
0.77,3.97,0.7,,,3.5,2.45,7,
0.03,3.52,3.11,,,3.32,2.324,7,
0.11,3.95,1.9,,,3.32,2.324,7,
0.65,0.27,2.81,,,3.32,2.324,8,
0.98,1.01,1.64,,,3.32,2.324,7,
0.56,0.14,1.75,,,3.32,2.324,5,
0.99,3.16,2.59,,,3.32,2.324,3,
0.09,1.16,0.12,,,3.04,2.128,3,
0.82,0.82,2.76,,,3.04,2.128,3,
0.33,3.31,0.03,,,3.04,2.128,3,
0.95,0.82,4.28,,,3.04,2.128,3,
0.82,4.11,3.77,,,3.04,2.128,5,
0.76,1.96,1.19,,,3.04,2.128,9,
0.16,4.66,2.33,,,2.99,2.093,12,
0.78,2.93,3.51,,,2.99,2.093,11,
0.94,0.13,4.92,,,2.99,2.093,9,
0.73,4.2,1.5,,,2.99,2.093,9,
0.6,0.35,2.79,,,2.99,2.093,8,
0.05,4.2,3.69,,,2.99,2.093,8,
0.7,1.48,4.71,,,3.16,2.212,7,
0.35,0.8,2.67,,,3.16,2.212,7,
0.64,0.15,1.4,,,3.16,2.212,6,
1,4.84,1.2,,,3.16,2.212,6,
0.62,1.82,0.84,,,3.16,2.212,6,
0.11,4.29,2.57,,,3.16,2.212,7,
0.85,4.52,1.53,,,3.07,2.149,7,
0.8,0.48,0.41,,,3.07,2.149,8,
0.73,2.47,4.78,,,3.07,2.149,8,
0.91,4.6,2.88,,,3.07,2.149,7,
0.97,2.84,3.1,,,3.07,2.149,5,
0.54,4.8,0.85,,,3.07,2.149,3,
0.91,3.14,3.11,,,2.92,2.044,3,
0.95,0.45,2.39,,,2.92,2.044,3,
0.65,0.23,0.44,,,2.92,2.044,3,
0.2,2.32,3.94,,,2.92,2.044,3,
0.58,1.39,3.1,,,2.92,2.044,5,
0.77,0.11,4.28,,,2.92,2.044,9,
0.62,4.46,1.47,,,2.94,2.058,12,
0.24,1.45,4.45,,,2.94,2.058,11,
0.26,1.23,4.52,,,2.94,2.058,9,
0.52,0.78,4.35,,,2.94,2.058,9,
0.56,1.09,3.28,,,2.94,2.058,8,
0.28,3.63,3.1,,,2.94,2.058,8,
0.99,1.95,0,,,3.33,2.331,7,
0.14,3.5,4.28,,,3.33,2.331,7,
0.33,4.22,0.92,,,3.33,2.331,6,
0.5,0.15,4.18,,,3.33,2.331,6,
0.52,1.56,3.84,,,3.33,2.331,6,
0.15,2.75,2.76,,,3.33,2.331,7,
0.14,2.77,1.46,,,3.22,2.254,7,
0.98,1.52,3.2,,,3.22,2.254,8,
0.88,0.25,3.01,,,3.22,2.254,8,
0.9,1.2,3.15,,,3.22,2.254,7,
0.19,3.83,3.99,,,3.22,2.254,5,
0.63,2.91,3.36,,,3.23,2.261,3,
0.76,4.12,2.28,,,2.98,2.086,3,
0.87,3.58,0.15,,,2.98,2.086,3,
0.95,4.76,4.74,,,2.98,2.086,3,
0.97,4,4.11,,,2.98,2.086,4,
0.99,3.23,3.49,,,2.98,2.086,6,
0.79,0.83,4.45,,,2.98,2.086,10,
0.64,1.35,4.98,,,3.01,2.107,13,
0.61,1.73,4.57,,,3.01,2.107,13,
0.33,1.87,0.02,,,3.01,2.107,11,
0.62,3.63,2.32,,,3.01,2.107,10,
0.56,2.89,4.57,,,3.01,2.107,9,
0.79,4.13,1.26,,,3.01,2.107,9,
0.38,4.17,4.31,,,3.17,2.219,8,
0.19,0.61,3.77,,,3.17,2.219,8,
0.08,2.43,1.59,,,3.17,2.219,7,
0,3.3,2.04,,,3.17,2.219,7,
0.49,3.56,2.15,,,3.17,2.219,7,
0.05,3.7,1.33,,,3.17,2.219,8,
0.89,1.16,3.22,,,2.86,2.002,8,
0.96,2.34,3.68,,,2.86,2.002,9,
0.2,3.96,3.51,,,2.86,2.002,9,
0.96,0.83,3.23,,,2.86,2.002,8,
0.3,3.51,0.78,,,2.86,2.002,6,
0.32,1.94,3.44,,,2.86,2.002,4,
0.11,4.9,3.27,,,2.72,1.904,5,
0.62,4.58,0.03,,,2.72,1.904,5,
0.58,0.45,3.04,,,2.72,1.904,6,
0.26,2.94,0.44,,,2.72,1.904,6,
0.21,1.92,0.71,,,2.72,1.904,9,
0.77,0.96,1.21,,,2.72,1.904,15,
0.64,2.34,1.18,,,2.69,1.883,18,
0.56,0.75,4.12,,,2.69,1.883,18,
0.66,0.26,0.96,,,2.69,1.883,16,
0.08,4.96,3.62,,,2.69,1.883,15,
0.06,0.06,1.12,,,2.69,1.883,13,
0.63,3.86,1.72,,,2.69,1.883,13,
0.75,4.04,0.17,,,2.81,1.967,12,
0.64,3.8,2.79,,,2.81,1.967,11,
0.1,3.75,0.62,,,2.81,1.967,10,
0.85,0.37,1.94,,,2.81,1.967,10,
0.26,0.38,0.07,,,2.81,1.967,11,
0.46,4.39,3.44,,,2.81,1.967,12,
0.18,3.93,0.15,,,2.77,1.939,13,
0.36,2.88,4.78,,,2.77,1.939,13,
0.97,4.09,0.89,,,2.77,1.939,13,
0.93,0.58,2.42,,,2.77,1.939,12,
0.18,2.28,2.56,,,2.77,1.939,9,
0.95,2.8,4.22,,,2.77,1.939,6,
0.08,0.05,0.95,,,2.59,1.813,6,
0.06,1.95,4.15,,,2.59,1.813,6,
0.47,4.74,0.41,,,2.59,1.813,7,
0.51,4.62,2.47,,,2.59,1.813,8,
0.56,0.36,0.43,,,2.59,1.813,11,
0.76,2.81,1.92,,,2.59,1.813,18,
0.61,0.66,3.25,,,2.63,1.841,20,
0.85,1.19,0.58,,,2.63,1.841,19,
0.68,2.75,0.9,,,2.63,1.841,17,
0.53,4.46,4.13,,,2.63,1.841,16,
0.69,3.14,2.59,,,2.63,1.841,15,
0.86,0.23,3.94,,,2.63,1.841,14,
0.59,0.52,3.8,,,3.09,2.163,13,
0.55,2.54,3.31,,,3.09,2.163,12,
0.87,4.25,4.51,,,3.09,2.163,12,
0.48,3,1.38,,,3.09,2.163,12,
0.32,2.97,2.72,,,3.09,2.163,13,
0.37,3.21,1.23,,,3.09,2.163,14,
0.57,4.87,0.24,,,2.94,2.058,15,
0.07,3.83,1.95,,,2.94,2.058,15,
0.45,1.76,1.17,,,2.94,2.058,16,
0.41,0.03,1.6,,,2.94,2.058,14,
0.67,1.06,3.12,,,2.94,2.058,11,
0.92,2.98,2.4,,,2.94,2.058,7,
0.28,2.46,3.48,,,2.68,1.876,5,
0.98,4.1,0.7,,,2.68,1.876,5,
0.27,4.7,4.59,,,2.68,1.876,5,
0.89,4.27,0.65,,,2.68,1.876,6,
0.46,0.3,1.25,,,2.68,1.876,9,
0.84,4.84,3.31,,,2.68,1.876,14,
0.36,0.69,4.58,,,2.75,1.925,17,
0.41,2.88,0.69,,,2.75,1.925,17,
0.53,3.77,4.02,,,2.75,1.925,15,
0.04,4.87,4.61,,,2.75,1.925,14,
0.13,2.81,1,,,2.75,1.925,13,
0.29,1.12,0.41,,,2.75,1.925,12,
0.27,3.23,3.67,,,3.3,2.31,11,
0.6,4.94,1.34,,,3.3,2.31,11,
0.31,3.4,4.26,,,3.3,2.31,10,
0.1,0.87,4.71,,,3.3,2.31,10,
0.19,1.76,1.89,,,3.3,2.31,11,
0.68,2.1,1.74,,,3.3,2.31,11,
0.98,2.84,2.93,,,3.13,2.191,12,
0.64,1.81,3.77,,,3.13,2.191,13,
0.85,1.6,2.26,,,3.13,2.191,13,
0.47,4.62,0.53,,,3.13,2.191,12,
0.65,4.17,0.89,,,3.13,2.191,9,
0.3,0.31,1.43,,,3.13,2.191,6,
0.84,3.79,3.83,,,2.81,1.967,3,
0.07,3.74,2.57,,,2.81,1.967,4,
0.51,0.42,4.46,,,2.81,1.967,4,
0.86,3.77,1.25,,,2.81,1.967,4,
0.5,0.34,2.02,,,2.81,1.967,6,
0.26,0.04,1.96,,,2.81,1.967,11,
0.25,1.67,4.77,,,2.87,2.009,14,
0.69,2.17,1.48,,,2.87,2.009,13,
0.89,4.78,3.31,,,2.87,2.009,11,
0.53,0.35,4.58,,,2.87,2.009,11,
0.48,1.45,3.67,,,2.87,2.009,10,
0.75,4.97,0.92,,,2.87,2.009,9,
0.98,2.51,4.4,,,3.47,2.429,9,
0.89,2,4.81,,,3.47,2.429,8,
0.47,0.14,3.57,,,3.47,2.429,8,
0.41,0.33,1.29,,,3.47,2.429,7,
0.78,2.35,4.54,,,3.47,2.429,8,
0.31,3.55,3.62,,,3.47,2.429,8,
0.59,2.68,1.19,,,3.24,2.268,9,
0.39,2.82,1.09,,,3.24,2.268,9,
0.79,1.99,3.4,,,3.24,2.268,10,
0.71,4.22,2.97,,,3.24,2.268,9,
0.93,4.78,2.52,,,3.24,2.268,7,
0.12,2.34,1.85,,,3.24,2.268,4,
0.8,0.98,4.7,,,2.93,2.051,3,
0.34,1.55,3.46,,,2.93,2.051,4,
0.4,4.61,4.58,,,2.93,2.051,4,
0.06,1.77,0.13,,,2.93,2.051,4,
0.75,2.21,2.69,,,2.93,2.051,7,
0.95,3.05,1.66,,,2.93,2.051,11,
0.82,1.62,4.79,,,2.96,2.072,14,
0.49,2.67,0.21,,,2.96,2.072,13,
0.66,3.71,4.38,,,2.96,2.072,12,
0.57,4.72,2.63,,,2.96,2.072,11,
0.55,3.19,4.97,,,2.96,2.072,10,
0.47,2.58,1.01,,,2.96,2.072,9,
0.41,1.23,4.91,,,3.09,2.163,9,
0.07,3.33,4.49,,,3.09,2.163,8,
0.54,2.14,2.15,,,3.09,2.163,8,
0.77,0.8,3.97,,,3.09,2.163,7,
0.22,2.87,4.01,,,3.09,2.163,8,
0.56,1.77,2.36,,,3.09,2.163,8,
0.41,2.32,3.3,,,2.95,2.065,9,
0.81,0.92,3.75,,,2.95,2.065,9,
0.53,0.13,4.94,,,2.95,2.065,10,
0.75,3.3,1.03,,,2.95,2.065,9,
0.52,4.34,0.84,,,2.95,2.065,7,
0.39,4.43,4.01,,,2.95,2.065,4,
0.94,1.62,4.22,,,2.84,1.988,3,
0.78,3.86,3.55,,,2.84,1.988,3,
0.65,5,0.11,,,2.84,1.988,3,
0.55,4.46,3.2,,,2.84,1.988,4,
0.76,0.51,4.71,,,2.84,1.988,6,
0.48,0.16,2.81,,,2.84,1.988,10,
0.81,2.67,2.39,,,2.88,2.016,13,
0.69,2.81,4.85,,,2.88,2.016,12,
0.44,2.28,4.76,,,2.88,2.016,11,
0.94,3.02,3.18,,,2.88,2.016,10,
0.66,4.8,3.87,,,2.88,2.016,9,
0.92,1.89,0.59,,,2.88,2.016,8,
0.32,0.65,1.26,,,3.27,2.289,8,
0.5,1.87,4.68,,,3.27,2.289,8,
0.07,3.43,4.62,,,3.27,2.289,7,
0.79,4.35,0.02,,,3.27,2.289,7,
0.97,0.35,3.75,,,3.27,2.289,7,
0.39,3.81,1.46,,,3.27,2.289,8,
0.3,0.87,3.6,,,3.12,2.184,8,
0.38,1.11,3.52,,,3.12,2.184,9,
0.31,0.37,1.94,,,3.12,2.184,9,
0.8,4.93,1.08,,,3.12,2.184,8,
0.91,3.19,0.08,,,3.12,2.184,6,
0.13,4.27,2.67,,,3.12,2.184,4,
0.78,4.84,1.99,,,2.87,2.009,3,
0.87,3.01,2.77,,,2.87,2.009,3,
0.89,2.86,4.77,,,2.87,2.009,3,
0.06,3.38,3.39,,,2.87,2.009,4,
0.67,3.51,0.52,,,2.87,2.009,5,
0.8,3.53,2.88,,,2.87,2.009,9,
0.02,4.42,2.6,,,2.91,2.037,12,
0.54,3.18,2.59,,,2.91,2.037,12,
0.35,3.46,1.61,,,2.91,2.037,10,
0.39,1.63,1.34,,,2.91,2.037,9,
0.65,1.03,4.75,,,2.91,2.037,8,
0.03,2.64,2.49,,,2.91,2.037,8,
0.57,0.56,2.92,,,3.41,2.387,8,
0.36,3.06,1.21,,,3.41,2.387,7,
0.89,1.69,3.88,,,3.41,2.387,7,
0.55,2.92,1.84,,,3.41,2.387,6,
0.46,1.34,1.86,,,3.41,2.387,7,
0.01,2.12,3.3,,,3.41,2.387,7,
0.22,1.7,1.18,,,3.22,2.254,7,
0.4,2.84,4.19,,,3.22,2.254,8,
0.91,2.81,3.27,,,3.22,2.254,8,
0.72,3.1,3.95,,,3.22,2.254,7,
0.17,0.99,0.88,,,3.22,2.254,6,
0.15,4.68,0.01,,,3.22,2.254,4,
0.31,1.41,2.19,,,2.98,2.086,4,
0.24,2.05,2.59,,,2.98,2.086,4,
0.15,1.96,4.63,,,2.98,2.086,4,
0.38,0.24,1.38,,,2.98,2.086,5,
0.34,0.19,4.48,,,2.98,2.086,7,
0.76,0.81,0.09,,,2.98,2.086,12,
0.12,1.23,3.13,,,2.92,2.044,14,
0.6,0.75,0.02,,,2.92,2.044,14,
0.81,3.91,3.26,,,2.92,2.044,12,
0.78,0.72,0.45,,,2.92,2.044,12,
0.25,4.41,1.46,,,2.92,2.044,10,
0.56,2.96,0.18,,,2.92,2.044,10,
0.94,4.49,2.71,,,2.92,2.044,9,
0.04,0.53,1,,,2.92,2.044,8,
0.48,3.73,4.5,,,2.92,2.044,8,
0.59,2.82,4.1,,,2.92,2.044,8,
0.99,0.49,0.04,,,2.92,2.044,8,
0.36,2.22,0.78,,,2.92,2.044,9,
0.65,4.17,3.83,,,2.77,1.939,9,
0.38,2.22,4.48,,,2.77,1.939,10,
0.88,0.87,2.46,,,2.77,1.939,10,
0.35,0.73,4.04,,,2.77,1.939,9,
0.72,2.11,3.47,,,2.77,1.939,7,
0.51,3.54,0.33,,,2.77,1.939,5,
0.93,2.52,2.56,,,2.72,1.904,5,
0.69,3.6,1.67,,,2.72,1.904,5,
0.07,4.64,0.46,,,2.72,1.904,5,
0.47,2.8,4.09,,,2.72,1.904,6,
0.42,4.92,2.3,,,2.72,1.904,9,
0.51,4.52,0.95,,,2.72,1.904,15,
0.22,3.58,1.29,,,2.71,1.897,17,
0.29,4.62,2.86,,,2.71,1.897,16,
0.7,2.38,2.32,,,2.71,1.897,14,
0.4,0.12,0.16,,,2.71,1.897,13,
0.75,0.78,0.53,,,2.71,1.897,12,
0.6,1.13,2.63,,,2.71,1.897,11,
0.25,0.75,4.09,,,3.03,2.121,11,
0.86,2.16,2.05,,,3.03,2.121,10,
0.15,0.25,2.58,,,3.03,2.121,10,
0.16,0.25,0.21,,,3.03,2.121,10,
0.29,3.33,2.34,,,3.03,2.121,11,
0.54,2.69,4.57,,,3.03,2.121,11,
0.22,4.15,4.81,,,2.88,2.016,12,
0.83,0.32,1.64,,,2.88,2.016,13,
0.3,0.37,3.52,,,2.88,2.016,13,
0.75,3.47,3.2,,,2.88,2.016,12,
0.47,4.89,4.2,,,2.88,2.016,9,
0.96,0.51,2.63,,,2.88,2.016,6,
0.39,1.8,3.18,,,2.61,1.827,5,
0.66,4.51,3.26,,,2.61,1.827,6,
0.11,3.93,1.45,,,2.61,1.827,6,
0.01,2.51,0.66,,,2.61,1.827,7,
0.14,4.45,4.15,,,2.61,1.827,9,
0.91,1.47,4.41,,,2.61,1.827,15,
0.79,0.77,2.43,,,2.68,1.876,19,
0.58,0.37,2.79,,,2.68,1.876,18,
0.63,3.93,1.55,,,2.68,1.876,16,
0.17,2.08,2.17,,,2.68,1.876,15,
0.9,2.77,4.14,,,2.68,1.876,13,
0.77,4.14,0.01,,,2.68,1.876,12,
0.15,4.09,2.29,,,3.18,2.226,12,
0.74,3.05,0.25,,,3.18,2.226,11,
0.34,0.51,1.64,,,3.18,2.226,11,
0.75,2.3,1.93,,,3.18,2.226,11,
0.36,3.19,3.11,,,3.18,2.226,11,
0.95,1.96,1.12,,,3.18,2.226,12,
0.57,1.06,2.16,,,3,2.1,13,
0.56,4.64,1.91,,,3,2.1,14,
0.63,3.06,1.18,,,3,2.1,14,
0.09,1.48,0.58,,,3,2.1,13,
0.44,2.38,1.26,,,3,2.1,10,
0.96,2.39,3.71,,,3,2.1,6,
0.84,4.21,3.31,,,2.8,1.96,4,
0.19,0.59,1.06,,,2.8,1.96,4,
0.89,2.78,2.02,,,2.8,1.96,5,
0.27,0.42,2.45,,,2.8,1.96,5,
0.68,4.26,0.57,,,2.8,1.96,8,
0.04,2.89,3.66,,,2.8,1.96,13,
0.42,4.09,2.4,,,2.84,1.988,16,
0.69,3.41,1.34,,,2.84,1.988,15,
0.24,0.59,0.05,,,2.84,1.988,13,
0.48,0.2,1.55,,,2.84,1.988,13,
0.71,4.17,4.06,,,2.84,1.988,11,
0.16,4.1,0.13,,,2.84,1.988,11,
0.38,3.75,3.28,,,3.28,2.296,10,
0.07,4.74,0.69,,,3.28,2.296,9,
0.84,4.86,2.58,,,3.28,2.296,9,
0.69,0.87,0.96,,,3.28,2.296,9,
0.99,2.35,4.63,,,3.28,2.296,9,
0.49,1.5,1.23,,,3.28,2.296,10,
0.63,2.47,3.78,,,3.09,2.163,10,
0.69,3.12,3.57,,,3.09,2.163,11,
0.21,0.91,2.66,,,3.09,2.163,11,
0.03,2.88,3.1,,,3.09,2.163,10,
0.59,3.63,1.71,,,3.09,2.163,8,
0.47,1.03,0.98,,,3.09,2.163,5,
0.14,1.14,0.65,,,2.83,1.981,3,
0.61,2.67,3.1,,,2.83,1.981,4,
0.13,4.06,0.16,,,2.83,1.981,4,
0.72,4.57,2.74,,,2.83,1.981,5,
0.81,0.97,0.08,,,2.83,1.981,7,
0.97,4.16,4.08,,,2.83,1.981,11,
0.53,2.51,4.68,,,2.85,1.995,14,
0.69,1.81,4.12,,,2.85,1.995,14,
0.69,4.15,2.99,,,2.85,1.995,12,
0.01,4.2,0.4,,,2.85,1.995,11,
0.57,3.1,0.48,,,2.85,1.995,10,
0.28,2.35,2.81,,,2.85,1.995,9,
0.1,4.94,3.71,,,3.32,2.324,9,
0.47,1.4,2.2,,,3.32,2.324,8,
0.07,0.95,0.18,,,3.32,2.324,8,
0.72,4.71,4.54,,,3.32,2.324,8,
0.37,4.84,4.9,,,3.32,2.324,8,
0.79,4.41,3.11,,,3.32,2.324,8,
0.52,2.61,2.3,,,3.11,2.177,9,
0.75,4,4.02,,,3.11,2.177,10,
0.38,1.53,0.82,,,3.11,2.177,10,
0.41,3.14,2.13,,,3.11,2.177,9,
0.85,0.9,0.06,,,3.11,2.177,7,
0.89,3.39,2.54,,,3.11,2.177,4,
0.86,0.76,3.49,,,2.84,1.988,3,
0.5,3.44,3.96,,,2.84,1.988,3,
0.43,4.67,3.39,,,2.84,1.988,3,
0.87,0.16,3.26,,,2.84,1.988,4,
0.42,0.96,3.93,,,2.84,1.988,6,
0.63,2.9,4.18,,,2.84,1.988,10,
0.17,1.27,0.4,,,2.88,2.016,13,
0.7,2.47,0.44,,,2.88,2.016,12,
0.39,2.64,2.76,,,2.88,2.016,11,
0.65,3.27,3.43,,,2.88,2.016,10,
0.46,1.76,4.86,,,2.88,2.016,9,
0.66,4.09,2.64,,,2.88,2.016,8,
0.37,4.66,1.85,,,3.38,2.366,8,
0.64,1.29,4.91,,,3.38,2.366,7,
0.13,2.83,0.6,,,3.38,2.366,7,
0.23,1.93,1.27,,,3.38,2.366,7,
0.25,2.34,4.55,,,3.38,2.366,7,
0.63,1.94,2.64,,,3.38,2.366,8,
0.21,3.98,3.02,,,3.16,2.212,8,
0.74,0.26,0.32,,,3.16,2.212,9,
0.24,3.66,4.92,,,3.16,2.212,9,
0.36,0.88,4.88,,,3.16,2.212,8,
0.84,2.42,1.76,,,3.16,2.212,6,
0.03,4.52,1.41,,,3.16,2.212,4,
0.28,1.71,4.69,,,2.91,2.037,3,
0.12,2.71,3.48,,,2.91,2.037,3,
0.67,0.08,4.02,,,2.91,2.037,3,
0.69,2.17,3.6,,,2.91,2.037,4,
0.22,1.09,1.45,,,2.91,2.037,6,
0.63,4.47,2.72,,,2.91,2.037,10,
0.4,4.4,4.52,,,2.91,2.037,12,
0.74,0.19,0.44,,,2.91,2.037,12,
0.68,2.4,0.84,,,2.91,2.037,10,
0.3,1.29,0.84,,,2.91,2.037,10,
0.04,0.47,2.36,,,2.91,2.037,9,
0.1,1.21,2.09,,,2.91,2.037,8,
0.97,0.18,2.88,,,3.24,2.268,8,
0.38,1,1.17,,,3.24,2.268,7,
0.23,2.5,0.15,,,3.24,2.268,7,
0.45,0.65,1.43,,,3.24,2.268,7,
0.52,4.69,3.88,,,3.24,2.268,7,
0.6,1.41,1.8,,,3.24,2.268,7,
0.32,4.45,3.77,,,3.07,2.149,8,
0.65,1.42,2.94,,,3.07,2.149,8,
0.53,3.95,2.41,,,3.07,2.149,9,
0.85,0.93,3.48,,,3.07,2.149,8,
0.38,2.92,4.25,,,3.07,2.149,6,
0.33,1.98,1.03,,,3.07,2.149,4,
0.3,3,3.5,,,2.89,2.023,3,
0.79,2.84,3.7,,,2.89,2.023,3,
0.01,1.63,1.32,,,2.89,2.023,3,
0.4,4.93,0.66,,,2.89,2.023,4,
0.2,4,2.38,,,2.89,2.023,6,
0.88,4.97,2.1,,,2.89,2.023,10,
0.19,0.84,2,,,2.87,2.009,12,
0.85,1.05,1.09,,,2.87,2.009,12,
0.41,2.46,1.96,,,2.87,2.009,10,
0.43,0.3,4.89,,,2.87,2.009,10,
0.72,0.78,0.96,,,2.87,2.009,9,
0.92,3.63,0.07,,,2.87,2.009,8,
0.19,1.12,3.38,,,3.21,2.247,8,
0.56,0.95,4.55,,,3.21,2.247,7,
0.17,2.52,3.2,,,3.21,2.247,7,
0.38,2.4,3.99,,,3.21,2.247,6,
0.92,1.11,0.5,,,3.21,2.247,7,
0.77,3.39,3.06,,,3.21,2.247,7,
0.06,1.28,4.6,,,3.01,2.107,8,
0.13,3.07,0.51,,,3.01,2.107,8,
0.42,3.81,3.15,,,3.01,2.107,9,
0.38,4.21,3.09,,,3.01,2.107,8,
0.2,1.44,2.32,,,3.01,2.107,6,
0.88,2.85,0.67,,,3.01,2.107,4,
0.33,3.49,0.92,,,2.76,1.932,3,
0.24,1.41,2.15,,,2.76,1.932,3,
0.3,1.24,3.24,,,2.76,1.932,4,
0.6,4.01,3.18,,,2.76,1.932,4,
0.41,1.64,1.97,,,2.76,1.932,7,
0.11,3.53,3.49,,,2.76,1.932,12,
0.78,2.61,3.87,,,2.78,1.946,13,
0.27,0.14,1.08,,,2.78,1.946,12,
0.13,2.3,2.62,,,2.78,1.946,10,
0.27,4.25,3.3,,,2.78,1.946,10,
0.99,2.77,0.64,,,2.78,1.946,9,
0.27,3.18,3.37,,,2.78,1.946,8,
0.21,3.83,3.33,,,3.24,2.268,8,
0.25,0.3,3.89,,,3.24,2.268,7,
0.64,2.88,1.1,,,3.24,2.268,7,
0.78,3.98,3.28,,,3.24,2.268,7,
0.98,1.19,0.89,,,3.24,2.268,7,
0.6,2.47,3.44,,,3.24,2.268,8,
0.39,1.78,4.57,,,3.04,2.128,8,
0.99,3.96,1.4,,,3.04,2.128,9,
0.58,4.92,0.29,,,3.04,2.128,9,
0.49,4.46,1.27,,,3.04,2.128,8,
0.04,0.58,0.53,,,3.04,2.128,6,
0.86,3.81,3.06,,,3.04,2.128,4,
0.67,4.28,4.85,,,2.84,1.988,3,
0.47,1.24,1.84,,,2.84,1.988,4,
0.34,4.83,1.53,,,2.84,1.988,3,
0.45,2.7,4.12,,,2.84,1.988,4,
0.58,1.56,3.57,,,2.84,1.988,6,
0.53,3.3,3.34,,,2.84,1.988,11,
0.55,0.11,0.49,,,2.86,2.002,13,
0.42,0.41,4.4,,,2.86,2.002,13,
0.41,4.44,0.59,,,2.86,2.002,11,
0.23,2.4,2.85,,,2.86,2.002,11,
0.76,1.31,3.21,,,2.86,2.002,9,
0,1.35,0.84,,,2.86,2.002,9,
0.44,4.54,2.9,,,3.24,2.268,8,
0.25,2.81,3.36,,,3.24,2.268,8,
0.72,2.7,3.35,,,3.24,2.268,8,
0.59,3.33,1.13,,,3.24,2.268,7,
0.68,0.71,4.96,,,3.24,2.268,7,
0.92,1.37,4.9,,,3.24,2.268,8,
0.36,4.67,3.26,,,3.03,2.121,8,
0.97,3.23,1.23,,,3.03,2.121,9,
0.9,2.9,4.62,,,3.03,2.121,9,
0.32,0.61,1.98,,,3.03,2.121,9,
0.75,1.16,0.23,,,3.03,2.121,7,
0.17,0.06,3.96,,,3.03,2.121,4,
0.87,0.47,3.88,,,2.86,2.002,3,
0.73,3.65,0.31,,,2.86,2.002,3,
0.99,0.63,4.76,,,2.86,2.002,3,
0.2,4.33,2.58,,,2.86,2.002,4,
0.19,1.04,0.38,,,2.86,2.002,6,
0.07,0.52,1.47,,,2.86,2.002,10,
0.21,0.8,2.56,,,2.87,2.009,13,
0.5,2.89,4.51,,,2.87,2.009,13,
0.9,4.66,1.77,,,2.87,2.009,11,
0.22,1.68,0.46,,,2.87,2.009,10,
0.96,0.26,1.75,,,2.87,2.009,9,
0.09,4.45,4.76,,,2.87,2.009,8,
0.47,0.18,4.52,,,3.28,2.296,8,
0.58,2.79,3.09,,,3.28,2.296,8,
0.11,1.15,2.32,,,3.28,2.296,7,
0.94,4.3,4.24,,,3.28,2.296,7,
0.09,1.96,0.35,,,3.28,2.296,7,
0.86,0.65,1.22,,,3.28,2.296,8,
0.73,1.36,3.53,,,3.11,2.177,8,
0.29,0.14,1.43,,,3.11,2.177,9,
0.09,4.21,2.78,,,3.11,2.177,9,
0.08,3.38,3.95,,,3.11,2.177,8,
0.75,0.27,4.85,,,3.11,2.177,6,
0.16,1.99,2.62,,,3.11,2.177,4,
0.36,0.27,1.18,,,2.86,2.002,3,
0.74,3.3,3.09,,,2.86,2.002,3,
0.74,3.91,1.4,,,2.86,2.002,3,
0,2.14,4.17,,,2.86,2.002,4,
0.01,4.56,1.41,,,2.86,2.002,6,
0.28,4.3,4.44,,,2.86,2.002,10,
0.22,2.33,1.74,,,2.88,2.016,12,
0.34,0.22,4.53,,,2.88,2.016,12,
0.15,1.39,4.87,,,2.88,2.016,10,
0.06,3.62,1.26,,,2.88,2.016,10,
0.49,3.1,4.61,,,2.88,2.016,8,
0.71,3.61,1.87,,,2.88,2.016,8,
0.52,2.31,0.57,,,3.43,2.401,8,
0.2,3.13,2.87,,,3.43,2.401,7,
0.94,0.26,0.35,,,3.43,2.401,7,
0.24,0.21,4.26,,,3.43,2.401,6,
0.44,0.96,1.05,,,3.43,2.401,7,
0.73,1.36,2.49,,,3.43,2.401,7,
0.01,3.33,4.88,,,3.2,2.24,8,
0.94,3.35,0.42,,,3.2,2.24,8,
0.9,2.1,2.33,,,3.2,2.24,8,
0.45,4.1,3.71,,,3.2,2.24,8,
0.81,2.64,2.31,,,3.2,2.24,6,
0.38,1.99,1.31,,,3.2,2.24,4,
0.17,4.68,3.27,,,2.98,2.086,3,
0.59,3.15,0.13,,,2.98,2.086,3,
0.25,1.87,1.51,,,2.98,2.086,3,
0.11,4.07,1.61,,,2.98,2.086,4,
